,0
380,"['2', 'ft', 'of', 'snow', 'on', 'the', 'ground', 'and', 'obama_administration', 'have', 'press', 'conference', 'to', 'announce', 'global_warming', 'tracker', 'clueless']"
381,"['here', 'we', 'go', 'again', 'thank', 'for', 'global_warming', 'another', 'big', 'snowstorm', 'forecast', 'for', 'u', 'east_coast']"
382,"['rfk_jr', '15_month', 'ago', 'global_warming', 'mean_no', 'snow_or', 'cold', 'in_dc', 'robert', 'kennedy', 'jr', 'who', 'fly', 'around', 'on', 'pri']"
383,"['two', 'physicist', 'scientific', 'paper', 'debunk', 'global_warming', 'how', 'it', 'violates', 'basic', 'law', 'of', 'physic']"
384,"['and', 'again', 'i', 'say', 'drop', 'global_warming', 'enviros', 'the', 'issue', 'be', 'not', 'predictably', 'rise', 'temp', 'but', 'unpredictable', 'climate_change', 'snom']"
385,"['effort', 'underway', 'to', 'suspend', ""california's"", 'global-warming', 'law', 'climatechange', 'capandtrade']"
386,"['and', 'we', 'have', 'another', '10-20', 'inch_of', 'it', 'on', 'the', 'way', 'we', 'be', 'run', 'out', 'of', 'room', 'to', 'put', 'our', 'global_warming']"
387,"['really', 'more', 'snow', 'damn', 'global_warming', 'the', 'panda', 'what', 'about', 'the', 'panda']"
388,"['rfk_jr', '15_month', 'ago', 'global_warming', 'mean_no', 'snow_or', 'cold', 'for', 'dc', 'judge', 'intention', 'not', 'result', 'manbearpig']"
389,"['great', 'piece', 'rfk_jr', '15_month', 'ago', 'global_warming', 'mean_no', 'snow_or', 'cold', 'in_dc', 'tcot_teaparty', 'sgp']"
390,"['numb', 'finger', 'limited', 'my', 'tweetability', 'after', 'shovel', '27', 'of', 'global_warming', 'dc', 'forecast', 'tues', '10', 'inches-hell', 'have', 'indeed', 'frozen', 'over', 'tcot']"
391,"['now', 'it', '14', '20', 'fml', 'i', 'sorry', 'but', 'i', 'htink', 'im', 'go', 'team', 'plain', 'global_warming', 'do_not', 'exist']"
392,"['team', 'pal', 'global_warming', 'do_not', 'exist']"
393,"['i', 'love', 'how', 'they', 'act', 'like', 'they', 'never', 'say', 'it', 'either', 'they', 'will', 'remind', 'u', 'again', 'in', 'july', 'about', 'global_warming']"
394,"['time', 'warp', '15_month', 'ago', 'rfk_jr', 'say', 'global_warming', 'mean_no', 'cold', 'or', 'snow', 'in_dc', 'suck', 'it', 'bobby']"
395,"['bust', 'rajendra', 'pachauri', 'head', 'of', 'un', 'climate_change', 'panel', 'clock', 'up', 'half', 'a', 'million', 'mile', 'of', 'air', 'travel']"
396,"['another', 'dc', 'snowstorm', ""where's"", 'the', 'global_warming']"
397,"['how', 'be', 'your', 'global_warming', 'go', 'there', 'in', 'your', 'dc', 'office', 'hope', 'you', 'be', 'nice', 'and', 'toasty', 'oh', 'wait', 'climategate', 'be', 'a', 'scam', 'thnx', 'fail']"
398,"['exactly', 'justin', 'just', 'saw', 'fox', '5', 'say', 'we', 'will', 'be', 'get', 'up', 'to', '10', 'inch_of', 'global_warming', 'on', 'tuesday', 'damn', 'it']"
399,"['okay', 'back', 'to', 'buz', 'and', 'no', 'more', 'complain', 'about', 'snow', 'until', 'tuesday', 'when', 'another', '6', 'inch', 'come', 'notice', 'no', 'talk', 'of', 'global_warming', 'lately']"
400,"['where', 'be', 'that', 'global_warming', 'when', 'we', 'need', 'it']"
401,"['where', 'be', 'global_warming', 'by', 'rebecca', 'terrell', 'newamerican.com']"
402,"['global_warming', 'strike', 'dc', 'i', 'present', 'to', 'u', 'my', 'car']"
403,"['historic', 'snow_storm', 'in', 'washington-third', 'this', 'year-where', 'be', 'al_gore', 'to_explain', 'it', 'snow', 'this', 'heavily', 'a', 'a', 'sign', 'global_warming', 'be', 'imminent']"
404,"['mark', 'steyn', 'climate_change', 'be', 'not', 'only', 'a', 'scientific', 'scandal', 'but', 'also', 'a', 'massive', 'journalistic', 'failure']"
405,"['rfk_jr', '15_month', 'ago', 'global_warming', 'mean_no', 'snow_or', 'cold', 'in_dc', 'robert', 'kennedy', 'jr', 'who', 'fly', 'around', 'on']"
406,"['global_warming', 'prolly', 'real', 'in', 'new', 'york', 'but', 'big', 'scam', 'in_dc']"
407,"['the', 'fact', 'be', 'in', 'global_warming', 'cause', 'aid', 'reagan', 'pope', 'tcot_teaparty', 'gop', 'dem', 'palin', 'sgp', 'tlot', 'p2']"
408,"['new', 'global_warming', 'incoherence']"
409,"['oops', 'snomg', 'rfk_jr', '15_month', 'ago', 'global_warming', 'mean_no', 'snow_or', 'cold', 'in_dc', 'agw']"
410,"['the_great', 'global_warming', 'collapse']"
411,"['27', 'of', 'global_warming', 'fell', 'at', 'my', 'home', '8', 'mile', 'south', 'of', 'washington', 'dc', 'arm', 'hand', 'so', 'sore', 'from', 'shovel', 'hurt', 'to', 'tweet', ':-(']"
412,"['rfk_jr', '15_month', 'ago', 'global_warming', 'mean_no', 'snow_or', 'cold', 'in_dc', 'washington', 'examiner']"
413,"['it', 'be', 'really', 'amaze', 'how', 'sore', 'you', 'feel', 'after', 'shovel', '28', 'of', 'global_warming', 'off', 'of', 'your', 'sidewalk', 'driveway', 'algorelied', 'snomg']"
414,"['lie', 'who', 'could', 'seriouly', 'believe_in', 'global_warming', 'after', 'this']"
415,"['bwaahaa', 'give', 'them', 'the', 'wealth', 'presidentpalin', 'snobama', ""dc's"", '2010', 'snow', 'blast', 'obama', 'ipcc', 'global_warming']"
416,"['snobama', ""dc's"", '2010', 'snow', 'blast', 'obama', 'the', 'ipcc', 'global_warming', 'teaparty', 'tcot', 'gop', 'fox', 'sgp', 'ocra']"
417,"['the', 'only', 'climate_change', 'that', 'exists', 'be', 'summer', 'fall', 'winter', 'spring', 'justsaying']"
418,"['i', 'rat', 'a', 'youtube', 'video', '5', 'out', 'of', '5', 'star', 'snobama', ""dc's"", '2010', 'snow', 'blast', 'obama', 'the', 'ipcc', 'global_warming']"
419,"['inhofe', 'family', 'in_dc', 'a', 'the', 'blizzard', 'hit', 'have', 'a', 'little', 'fun', 'at', 'the', 'expense', 'of', 'al_gore', 'and', 'global_warming', 'tcot']"
420,"['the_great', 'global_warming', 'collapse', 'tcot']"
421,"['lol', 'yeah', 'i', 'really', 'want', 'some', 'global_warming', 'now', 'must', 'increase', 'carbon', 'footprint', ':-)']"
422,"[""i'm"", 'feel', 'global_warming', 'here', 'a', ""i'm"", 'sore', 'from', 'dig', 'out', 'over', '2', 'foot', 'of', 'snow', ':-)']"
423,"[""here's"", 'your', 'climate_change', 'more', 'on', 'why_bogus', 'global_warming', 'consensus', 'be', 'fading_fast']"
424,"['and', 'exactly', 'why', 'we', 'say', 'global_warming', 'schmorming']"
425,"['global_warming', 'hysteria', 'another', 'false', 'claim', 'expose', 'in', 'ipcc_report']"
426,"['the', 'power', 'be', 'out', 'this', 'be', 'fun', 'at', 'least', 'i', 'have', 'beer', 'global_warming', 'fail']"
427,"['well', 'this', 'type', 'of', 'storm', 'be', 'always', 'fleeting', 'in', ""people's"", 'mind', 'but', 'it', 'certaintly', 'do_not', 'help', 'the', 'climate_change', 'people']"
428,"['well', 'it', 'sound', 'nicer', 'thatn', 'what', ""we've"", 'get', 'be', 'in', 'the', 'middle', 'of', 'our', 'third', 'snowiest', 'winter', 'ever', 'damn', 'global_warming']"
429,"['global_warming', 'at', 'it', 'best', 'dc', 'nearly', 'shut', 'down', 'some', 'area', 'get', '44', 'inch']"
430,"['more', 'on', 'why_bogus', 'global_warming', 'consensus', 'be', 'fading_fast']"
431,"['more', 'on', 'why_bogus', 'global_warming', 'consensus', 'be', 'fading_fast']"
432,"['more', 'on', 'why_bogus', 'global_warming', 'consensus', 'be', 'fading_fast', 'margaret', 'wente', 'of', ""toronto's"", 'globe', 'and', 'mail', 'explains']"
433,"['more', 'on', 'why_bogus', 'global_warming', 'consensus', 'be', 'fading_fast']"
434,"['more', 'on', 'why_bogus', 'global_warming', 'consensus', 'be', 'fading_fast']"
435,"['more', 'on', 'why_bogus', 'global_warming', 'consensus', 'be', 'fading_fast', 'margaret', 'wente', 'of', ""toronto's"", 'globe', 'and', 'mail', 'explains']"
436,"['more', 'on', 'why_bogus', 'global_warming', 'consensus', 'be', 'fading_fast']"
437,"['for', 'those', 'that', 'do_not', 'see', 'it', 'this', 'morning', 'if', 'you', 'think', 'global_warming', 'be', 'a', 'bad', 'thing']"
438,"['global_warming', 'be', 'not', 'the', 'establish', 'reality', 'credible', 'news', 'source', 'the', 'world', 'over', 'be', 'debunk', 'it', 'esp', 'in', 'uk']"
439,"['india', 'abandon', ""un's"", 'intergovernmental', 'panel', 'on', 'climate_change', 'ipcc', 'a', 'untrustworthy']"
440,"['not', 'at', 'all', 'if', 'that', 'be', 'the', 'case', ""i'd"", 'believe_in', 'the', 'stimulus', 'global_warming', 'and', 'national', 'health', 'care', 'idont']"
441,"['a', 'great', 'article', 'explain', 'reason', 'why', 'people', 'be', 'not', 'convince', 'by', 'the', 'ipccs', 'man-made', 'global_warming', 'claim']"
442,"['dear', 'global_warming', 'have', 'a', 'frozen', 'hell', 'of', 'a', 'time', 'wish', 'you', 'be', 'here', 'love', 'the', 'east_coast']"
443,"['paper', 'the_great', 'global_warming', 'collapse', 'agw']"
444,"['global_warming', 'be', 'kinda', 'blizzardy']"
445,"['utah_state', 'representative', 'claim', 'climate_change', 'be', 'a', 'conspiracy', 'aim', 'at', 'population', 'control']"
446,"['if', 'you', 'think', 'global_warming', 'be', 'a', 'bad', 'thing']"
447,"['welcome', 'to', 'twitter', 'my', 'roommate', 'and', 'climate_change', 'blogger', 'follow', 'her', 'so', 'she', 'will', 'stop', 'make', 'fun', 'of', 'me']"
448,"['utah_state', 'representative', 'claim', 'climate_change', 'be', 'a', 'conspiracy', 'aim', 'at', 'population', 'control']"
449,"['most', 'snow', ""we've"", 'have', 'in', 'year', 'if', 'you', 'believe_in', 'global_warming', 'please', 'check', 'into', 'an', 'institution', 'because', ""you've"", 'be', 'brain', 'wash']"
450,"['byu', 'scientist', 'refute', 'utah', ""committee's"", 'global_warming', 'assertations']"
451,"['knee-jerk', 'no', 'fly', 'ban', 'discredit', 'global_warming', 'alarmist', 'with', 'european', 'government', 'come', 'under', 'increa', 'ftsn', 'news']"
452,"['the_great', 'global_warming', 'collapse']"
453,"['historic', 'snow_storm', 'in', 'washington-third', 'this', 'year-where', 'be', 'al_gore', 'to_explain', 'it', 'snow', 'this', 'heavily', 'a', 'a', 'sign', 'global_warming', 'be', 'imminent']"
454,"['just', 'shovel', 'for', 'over', 'an', 'hour', 'oy', 'accord_to', 'maddow', 'cold', 'weather', 'and', 'snow', 'be', 'proof', 'of', 'global_warming']"
455,"['4-5', 'foot', 'snow', 'drift', 'in', 'va', 'good', 'job', 'global_warming', 'your', 'fire']"
456,"['the_great', 'global_warming', 'collapse']"
457,"['try', 'to', 'get', 'motivate', 'to', 'scoop', 'more', 'than', 'a', 'foot', 'of', 'global_warming', 'off', 'my', 'loooooooooooooooooooooong', 'driveway']"
458,"['hahaha', 'washington', 'dc', 'raw', 'temp', '30', 'heavy', 'snow', 'adjust', 'for', 'global_warming', '76', 'sunny']"
459,"['i', 'be', 'assure', 'scientist', 'at', 'east', 'anglia', 'be', 'work', 'hard', 'to', 'show', 'snomg', 'be', 'cause', 'by', 'global_warming', 'number', 'almost', 'cooked', 'er', 'ready']"
460,"['i', 'be', 'assure', 'scientist', 'at', 'east', 'anglia', 'be', 'work', 'hard', 'to', 'show', 'snomg', 'be', 'cause', 'by', 'global_warming', 'number', 'almost', 'cooked', 'er', 'ready']"
461,"['ok', 'but', 'climate_change', 'model', 'say', 'strong', 'storm', 'we', 'have', 'strong', 'storm', 'now', 'so', 'model', 'be', 'wrong']"
462,"['sigh', 'not', 'really', ""earth's"", 'magnetic', 'field', 'and', 'solar', 'activity', 'be', 'not', 'factor', 'into', 'climate_change', 'model', 'mydadisascienceprofessor']"
463,"['huh', 'strong', 'storm', 'be', 'consistent', 'with', 'climate_change', 'model']"
464,"['those', 'be', 'tax', 'i', 'do_not', 'mind', 'pay', 'it', 'be', 'the', 'tax', 'funding', 'climate_change', 'research', 'that', 'bother', 'me', 'that', 'be', 'be', 'really', 'useful']"
465,"['the', 'overwhelm', 'evidence', 'of', 'global_warming', 'fall', 'from', 'the', 'sky', 'in_dc', 'gt', 'teaparty', 'tcot', 'beck', 'gop', 'obama', 'live', 'at']"
466,"['tell', 'al_gore', 'i', 'do_not', 'like', 'this', 'global_warming', 'get', 'the', 'boot', 'out', ':)', 'monday', 'another', 'storm', 'be', 'behind', 'this', 'bad', 'boy']"
467,"['virginia', 'gop', 'release', 'inane', 'video', 'contend', 'that', 'because', 'of', 'a', 'single', 'snowstorm', 'global_warming', 'must', 'be', 'a', 'farce']"
468,"['how', 'come', 'i', 'do_not', 'hear', 'the', 'usual', 'suspect', 'today', 'claim', 'that', 'global_warming', 'cause', 'blizzard', 'snomg']"
469,"['well', 'of', 'course', 'i_think', 'we', 'can', 'all', 'agree', 'this', 'prius', 'disaster', 'prof', 'once', 'and', 'for', 'all', 'that', 'global_warming', 'do_not', 'exist']"
470,"['i', 'study', 'earth', 'science', 'a', 'an', 'undergrad', 'grad', 'student', 'this', 'be', 'proven', 'science', 'fact', 'not', 'open', 'to', 'debate', 'like', 'global_warming']"
471,"['blizzard', 'in_dc', 'call', 'snowpocalypse', 'verizon', 'guy', 'told', 'me', '30', 'inch', 'come', 'out', 'where', 'i', 'live', 'huh', 'deep', 'fodder', 'for', 'climate_change', 'denialists']"
472,"['it', 'be', 'settle', 'global_warming', 'science', 'be', 'sloppy']"
473,"['it', 'be', 'settle', 'global_warming', 'science', 'be', 'sloppy']"
474,"['it', 'be', 'settle', 'global_warming', 'science', 'be', 'sloppy', 'from', 'the', 'dutch', 'news', 'accord_to', 'the', 'last', 'ipcc_report', 'publish']"
475,"['boy', 'global_warming', 'be', 'one', 'slick', 'buster']"
476,"['i_think', 'we', 'can', 'all', 'agree', 'this', 'prius', 'disaster', 'prof', 'once', 'and', 'for', 'all', 'that', 'global_warming', 'do_not', 'exist']"
477,"['utah', 'nat', 'resource', 'committee', 'pass', 'resolution', 'deny', 'the', 'existence', 'of', 'climate_change', 'utah', 'still', 'crazy']"
478,"['rich', 'galen', 'be', 'global_warming', 'another', 'dc', 'snow', 'job', 'blizzard']"
479,"['shorter', 'virginia', 'gop', 'it', 'be', 'snow', 'so', 'global_warming', 'be', 'bunk']"
480,"['virginia', 'republican', 'party', 'mock', 'those', 'who', 'trust', 'science', 'of', 'global_warming', 'like', 'bob', 'mcdonnell']"
481,"['funny', 'rfk_jr', 'write', 'a', 'column', 'last', 'winter', 'that', 'global_warming', 'lead', 'to', 'rare', 'snow', 'in_dc', 'fail']"
482,"['so_much', 'for', 'global_warming', ':-p']"
483,"['watch', 'the', 'new', 'rpv', 'web', 'ad', '12', 'inch_of', 'global_warming']"
484,"['because', 'of', 'climate_change', 'of', 'course', 'kiddingggggggg']"
485,"['more', 'climate_change', 'duncery', 'in', 'action', 'this', 'extra-snowy', 'winter', 'brought', 'to', 'you', 'by', 'warm', 'el', 'ni', '_ðo', 'moisture', 'btw']"
486,"['the', 'whole', 'northern', 'hemisphere', 'be', 'colder', 'this', 'winter', 'record', 'snowfall', 'in', 'china', 'and', 'europe', 'must', 'be', 'global_warming']"
487,"['do', 'you', 'agree', 'lawmaker', 'climate_change', 'just', 'ruse', 'to', 'control', 'population']"
488,"['time', 'to', 'hunker', 'down', 'and', 'ride', 'the', 'storm', 'out', 'they', 'be', 'call', 'it', 'historical', 'so_much', 'for', 'global_warming']"
489,"['pete', 'how', 'do', 'we', 'combat', 'them', 'tell', 'them', ""we've"", 'get', 'global_warming', 'financial', 'crisis', 'energy', 'crisis', 'terrorism', 'they', 'will', 'leave']"
490,"['why', 'climate_change', 'scepticism', 'in', 'australia', 'have', 'grown', 'from', 'a', 'fringe', 'argument', 'into', 'a', 'mainstream', 'political', 'movement', 'wna', '7pm']"
491,"[""i'm"", 'the', 'fuckin', 'rumplestiltzkin', 'of', 'climate_change', 'doin', 'the', 'impossible', 'for', 'last', 'minute', 'meeting', 'bitch']"
492,"['i', 'do_not', 'think', ""there's"", 'any', 'global_warming', 'seriously', 'i_think', 'we', 'be', 'head', 'for', 'an', 'ice', 'age']"
493,"['would', 'like', 'to', 'thank', 'the', 'snowpocalypse', 'for', 'ruin', 'his', 'birthday', 'plan', 'where', 'be', 'global_warming', 'when', 'you', 'need', 'it']"
494,"['global_warming', 'hysteria', 'ipcc_report', 'mistake', 'about', 'elevation', 'of', 'the', 'netherlands']"
495,"['michael_barone', 'at', 'how_climate-change', 'fanatic_corrupt', 'science']"
496,"['i', 'love', 'it', 'climategate', 'have', 'go', 'nowhere', 'so', 'global_warming', 'denier', 'have', 'start', 'glaciergate', 'teh', 'truth', 'be', 'out', 'there']"
497,"['time', 'magazine', 'have', 'a', 'problem', 'with', 'the', 'truth', 'about', 'global_warming', 'by', 'alan', 'caruba', 'bryan', 'walsh', 'have', 'a', 'great', 'career', 'in']"
498,"['u', 'climate_change', 'body', 'blast', 'by', 'greenpeace']"
499,"['u', 'climate_change', 'body', 'blast', 'by', 'greenpeace']"
500,"['lindsay', 'graham', 'get', 'public', 'love', 'from', 'obama', 'someone', 'need', 'to', 'tell', 'graham', 'that', 'climate_change', 'be', 'a', 'proven', 'lie', 'tcot']"
501,"['political', 'talk', 'show', 'discus', 'global_warming', 'this', 'be', 'science', 'fiction']"
502,"['12-20', 'what', 'eff', 'global_warming', 'weallgonnadie']"
503,"['so', 'it', 'in', 'the', '40', 'today', 'and', 'tomorrow', 'they', 'be', 'call', 'for', 'another', 'blizzard', 'yes', 'global_warming', 'be', 'real', 'lol']"
504,"['20', 'of', 'snow', 'ok', 'that', 'be', 'it', 'everyone', 'go', 'buy', 'all', 'the', 'aerosol', 'you', 'can', 'go', 'outside', 'and', 'start', 'spray', ""i'm"", 'now', 'cheer', 'on', 'global_warming']"
505,"['global_warming', 'bust', 'by', 'the', 'president']"
506,"['global_warming', 'gore', 'hockey', 'stick', 'slam', 'by', 'top', 'british', 'statistician']"
507,"['it', 'be', 'the', 'global_warming', 'god', 'jo', ""everything's"", 'all', 'whack', 'up', 'and', 'around', 'and', 'inside', 'out', 'and', 'upside', 'down']"
508,"['ok', 'so', 'the', 'global_warming', 'issue', 'be', 'become', 'a', ""heist-who's"", 'go', '2', 'jail', 'un', 'gop', 'barney', 'frank--he', 'will', 'like', 'it']"
509,"['libtard', 'dylan', 'ratigan', 'explains', 'why', 'massive', 'snow', 'in_dc', 'be', 'proof', 'of', 'global_warming', 'cbiz', 'teaparty', 'tcot', 'ocra', 'sgp', '912']"
510,"['what', 'be', 'not', 'evidence', 'of', 'glbl', 'warmg', 'many', 'scientist', 'believe', 'the', 'snowpocalypse', 'be', 'more', 'evidnce', 'of', 'climate_change', 'aka', 'warming']"
511,"['th', 'rep', 'get', '2', 'me', '2day', 'they', 'have', 'decide', 'that', 'the', 'snow', 'be', 'proof', 'thr', 'be', 'no', 'global_warming', 'gloat']"
512,"['yo', 'al_gore', ""where's"", 'your', 'global_warming', 'now']"
513,"['moron', 'hannity_snow', 'storm', 'seem', 'to', 'contradict', ""al_gore's"", 'hysterical', 'global_warming', 'theory']"
514,"['global_warming', 'my', 'as', 'fuck', 'you', 'al_gore']"
515,"['re', 'that', 'global_warming', 'article', 'indeed', 'blogger', 'can', 'definitely', 'make', 'shit', 'up', 'we', 'do_not', 'need', 'a', 'msm', 'article', 'to', 'tell', 'u', 'that']"
516,"['you', 'say', 'he', 'do_not', 'gore', 'will', 'not', 'give', 'up', 'on', 'the', 'global_warming', 'gig', 'he', 'still', 'think', 'he', 'invent', 'the', 'internet']"
517,"['political', 'barrier', 'and', 'lack', 'of', 'good', 'data', 'weather', 'modification', 'be', 'not', 'climate_change', 'would', 'like', 'to', 'see', 'back', 'of', 'envelope']"
518,"['drip', 'with', 'irony', 'senate', 'epw', 'committee', 'hearing', 'on', 'global_warming', 'impact', 'postpone', 'because', 'of', 'snow', 'warmer', 'algore']"
519,"['i', 'rat', 'a', 'youtube', 'video', '5', 'out', 'of', '5', 'star', 'hitler', 'be', 'behind', 'global_warming', 'climategate']"
520,"['palin', 'on', 'global_warming', 'bunch', 'of', 'snake_oil', 'science']"
521,"['snowmageddon', 'rearranges', 'climate_change', 'announcement', 'lt', 'love', 'the', 'irony']"
522,"['i', 'do_not', 'know', 'anymore', 'global_warming', 'oops', 'climate_change']"
523,"['tough', 'sled', 'for', 'the', 'global_warming', 'alarmist', 'the', 'star-ledger', 'global_warming', ':)']"
524,"['another', 'snow', 'day', '6', 'inch', 'and', 'still', 'snow', 'must', 'be', 'global_warming']"
525,"['i', 'be', 'unfollowing', 'you', 'because', 'of', 'that', 'idiotic', 'global_warming', 'cartoon', 'it', 'be', 'trite', 'and', 'off-the-mark']"
526,"['yea', 'snow', 'what_happen', 'to', 'global_warming', 'lol']"
527,"['hey', 'al_gore', 'could', 'you', 'sprinkle', 'some', 'global_warming', 'fairy', 'dust', 'on', 'my', 'car', 'tonight', 'we', 'be', 'suppose', 'to', 'get', '10-14', 'inch_of', 'snow', 'by', 'the', 'morning']"
528,"['new', 'climate', 'agency', 'so', 'spend', 'more', 'for', 'something', 'no', 'one', 'be', 'in', 'control', 'of', 'or', 'can', 'change', 'brilliant', 'dang', 'it', 'be', 'cold', 'outside']"
529,"['apparently', 'the', 'obama_administration', 'be', 'propose', 'a', 'climate', 'service', 'agency', 'to', 'study', 'climate_change', 'another', 'excellent', 'use', 'of', 'taxpayer']"
530,"['this', 'winter', 'will', 'likely', 'do', 'more', 'to', 'put', 'a', 'dagger', 'in', 'the', 'heart', 'of', 'the', 'global_warming', 'cause', 'than', 'all', 'the', 'right-wing', 'republican', 'put', 'together']"
531,"['the', 'group', 'of', 'people', 'who', 'would', 'be', 'most', 'displeased', 'with', 'this', 'winter', 'be', 'the', 'global_warming', 'activist']"
532,"[':)', 'there', 'be', 'no', 'man_make', 'climate', 'crisis', 'global_warming', 'be', 'a', 'hoax', 'global_warming']"
533,"['lol', 'my', 'left', 'foot', 'be', 'slightly', 'small', 'than', 'my', 'right.this', 'be', 'due_to', 'global_warming', 'take', 'off', 'your', 'shoe', 'look']"
534,"['youtube', 'thomas', 'sowell', 'global_warming', 'manufacture', 'by', 'intellectual', ':)', 'cause', 'of', 'global_warming']"
535,"['youtube', 'thomas', 'sowell', 'global_warming', 'manufacture', 'by', 'intellectual', 'peter', 'robinson']"
536,"['the_great', 'global_warming', 'collapse', 'tcot', 'greenpolice']"
537,"['whoa', 'a', 'the', 'science', 'scandal', 'keep', 'come', 'the', 'air', 'have', 'go', 'out', 'of', 'the', 'climate-change', 'movement']"
538,"['the_great', 'global_warming', 'collapse', 'warmer', 'algore']"
539,"['terra', 'view', 'of', 'the', 'near', 'record', 'show', 'storm', 'over', 'washington', 'dc', 'global_warming', 'ha', 'ha']"
540,"['cambio', 'clim', '_àtico', 'poblaci', '_ñn', 'tcot', 'icot', 'global_warming', 'skepticism', 'finally', 'make', 'it', 'to', 'latin', 'america', 'climatechange']"
541,"['global_warming', 'swindle', 'ipccs', 'vice-chairman', 'think', 'it', 'glacier', 'gaffe', 'have', 'increase', 'it', 'credibilty']"
542,"['yeah', 'totally', 'so', 'when', 'snow', 'melt', 'they', 'can', 'show', 'evidence', 'no', 'will', 'global_warming', 'mean', 'more', 'snow']"
543,"['hmm', 'it', 'be', 'february', '30', 'of', 'snow', 'in_dc', 'and', 'the', 'sun', 'be', 'shin', 'on', 'the', 'grass', 'in', 'chicago', 'global_warming', 'or', 'karma']"
544,"['al_gore', 'preach', 'his', 'climate_change', 'he', 'want', 'u', 'all', '2', 'care', 'but', 'after', 'all', 'be', 'say', 'do', 'the', 'evidence', 'be', 'not', 'there', 'libpoems', 'tcot', 'sgp']"
545,"['met', 'office', 'block', 'role', 'of', 'lead', 'scientist', 'in', 'climate_change', 'row', 'do_not', 'want', 'truth', 'out', 'there', 'tcot']"
546,"['in_dc', 'now', 'it', 'be', 'freeze', 'cold', 'it', 'really', 'bad', 'storm', 'i', 'bet', 'those', 'folk', 'could', 'really', 'use', 'some', 'of', ""al_gore's"", 'global_warming', 'libpoem', 'tcot']"
547,"['in_dc', 'now', 'it', 'be', 'freeze', 'cold', 'it', 'really', 'bad', 'storm', 'i', 'bet', 'those', 'folk', 'could', 'really', 'use', 'some', 'of', ""al_gore's"", 'global_warming', 'libtard', 'tcot']"
548,"['al_gore', 'preach', 'his', 'climate_change', 'he', 'want', 'u', 'all', 'to', 'care', 'but', 'after', 'all', 'be', 'say', 'do', 'the', 'evidence', 'be', 'not', 'there', 'libpoems', 'tcot', 'sgp']"
549,"['if', 'global_warming', 'be', 'real', 'then', 'why', 'be', 'it', 'cold', 'editorial', 'cartoonist', 'be', 'not', 'scientist', 'in', 'other', 'word']"
550,"['the_great', 'global_warming', 'collapse']"
551,"['aww', 'stop', 'pick', 'on', 'juan', 'he', 'have', 'to', 'walk', 'to', 'the', 'studio', 'it', 'be', 'that', 'damn', 'global_warming', 'i', 'tell', 'ya']"
552,"['great', 'pic', 'of', 'weather', 'cause', 'by', 'global_warming', 'alarmist', 'hell', 'yes']"
553,"['phony', 'climate_change', 'agenda', 'use', 'in', 'australia', 'to', 'force', 'expensive', 'home', 'inspection']"
554,"['the_great', 'unravel', 'professional', 'global_warming', 'alarmist', 'well', 'think', 'about', 'look', 'for', 'new', 'job', 'tcot']"
555,"['30', 'inch_of', 'snow', 'in_dc', 'winter', 'everywhere', 'no', 'global_warming', 'yet', 'the', 'myth', 'persists']"
556,"['global_warming', 'via', 'dc', 'conference', 'cancel', 'lack', 'of', 'interest', 'do', 'they', 'get', 'it', 'tcot', 'ocra']"
557,"[':p', 'time', 'magazine', 'have', 'a', 'problem', 'with', 'the', 'truth', 'about', 'global_warming', 'al_gore', 'global_warming']"
558,"['if', 'global_warming', 'be', 'real', 'then', 'why', 'be', 'it', 'cold', 'a', 'small', 'collection', 'of', 'editorial', 'cartoon', 'for', 'your', 'amusement', 'fb']"
559,"['global_warming', 'global_warming']"
560,"['be', 'interest', 'if', 'a', 'liberal', 'congressman', 'in', 'washington', 'dc', 'do', 'a', 'speech', 'about', 'the', 'evil', 'of', 'global_warming', 'in', 'the', 'house', 'chamber']"
561,"['fact', 'brush', 'over', 'by', 'global_warming', 'fanatic', 'al_gore', 'global_warming']"
562,"['duh', 'global_warming', 'full', 'of', 'uncertainty', 'admit', 'climate', 'scientist', 'warmer']"
563,"['should', 'we', 'worry', 'about', 'climate_change', 'top', 'climate', 'scientist', 'at', 'uah', 'say', 'no', 'dr', 'john', 'christy', 'the', 'distinguish']"
564,"['climate_change', 'data', 'manipulate', 'for', '20', 'year', 'news']"
565,"['global_warming', 'skeptic', 'archive', 'penn', 'state', 'scientist', 'in', 'hot', 'seat', 'over', 'e-mail']"
566,"['archive', 'penn', 'state', 'scientist', 'in', 'hot', 'seat', 'over', 'e-mail', 'global_warming', 'skeptic']"
567,"['global_warming', 'data', 'say', 'glacier', 'to', 'melt', 'by', '2035', 'proven', 'false', 'news']"
568,"['the', 'global_warming', 'arguement', 'be', 'the', 'bane', 'of', 'my', 'existence']"
569,"['be', 'global_warming', 'and', 'other', 'liberal', 'sacred', 'cow', 'a', 'secular', 'religion']"
570,"['how_climate-change', 'fanatic_corrupt', 'science', 'michael_barone', 'gopusa']"
571,"['climate_change', 'the', 'ruse', 'unravels', 'tcot', 'ocra']"
572,"['snow', 'be', 'trend', 'where', 'be', 'al_gore', 'the', 'expert', 'on', 'global_warming', 'be', 'lately', 'want', '2', 'hear', 'what', 'he', 'have', '2', 'say', 'about', 'record', 'break', 'snow', 'fall']"
