,0
3382,"['i_love', 'it', 'climategate', 'have', 'go', 'nowhere', 'so', 'global_warming', 'denier', 'have', 'start', 'glaciergate', 'teh', 'truth', 'be', 'out_there']"
3383,"['op', 'free', 'and', 'qdr', 'in', 'sync', 'climate_change', 'threatens', 'national_security']"
3384,"['time_magazine', 'have', 'a', 'problem_with', 'the', 'truth', 'about', 'global_warming', 'by', 'alan', 'caruba', 'bryan', 'walsh', 'have', 'a', 'great', 'career', 'in']"
3385,"['u', 'climate_change', 'body', 'blast', 'by', 'greenpeace']"
3386,"['enlist', 'a', 'drug_discovery', 'technique', 'in', 'the', 'battle_against', 'global_warming', 'climate']"
3387,"['invasive_plant', 'be', 'beneficiary', 'of', 'climate_change', 'in', ""thoreau's"", 'wood']"
3388,"['check_out', 'philanthropy', 'info_on', 'climate_change', 'from', 'the', 'foundation', 'center', 'green']"
3389,"['invasive_plant', 'be', 'beneficiary', 'of', 'climate_change', 'in', ""thoreau's"", 'wood', 'eurekalert']"
3390,"[""what's"", 'hot', 'american', 'support', 'strong', 'climate', 'energy', 'policy', 'today', 'the', 'yale', 'project', 'on', 'climate_change', 'be', 'releas']"
3391,"['u', 'climate_change', 'body', 'blast', 'by', 'greenpeace']"
3392,"['misread', 'of', 'poll', 'be', 'play', 'into', 'the', 'hand', 'of', 'climate_change', 'denier']"
3393,"['u', 'climate_change', 'body', 'blast', 'by', 'greenpeace']"
3394,"['u', 'climate_change', 'body', 'blast', 'by', 'greenpeace']"
3395,"['lindsay', 'graham', 'get', 'public', 'love', 'from', 'obama', 'someone', 'need', 'to', 'tell', 'graham', 'that', 'climate_change', 'be', 'a', 'proven', 'lie', 'tcot']"
3396,"['wetland', 'prairie', 'more', 'sensitive', 'to', 'climate_change', 'than', 'previously', 'thought', 'waterfowl', 'pothole']"
3397,"['prepare', 'for', 'the', 'global_warming', 'event', 'this', 'weekend', 'costco']"
3398,"['methane', 'the', 'new', 'climate_change', 'indicator', 'via', 'green']"
3399,"['climate_change', 'scientific_consensus', 'cloudy', 'a', 'ever', 'we', 'be', 'a', 'few', 'day', 'before', 'a', 'massive', 'snowstorm', 'white']"
3400,"['new', 'foundry', 'post', 'climate_change', 'scientific_consensus', 'cloudy', 'a', 'ever']"
3401,"['now', 'explore', 'the', 'use', 'of', 'the', 'i', 'for', 'climate_change', 'exploration', 'essentially', 'the', 'i', 'could', 'be', 'use', 'a', 'a', 'lab', 'in', 'the', 'future']"
3402,"['bin', 'laden', 'join', 'global_warming', 'doomsayers']"
3403,"['political', 'talk', 'show', 'discus', 'global_warming', 'this', 'be', 'science', 'fiction']"
3404,"['india', 'to', 'set_up', 'own_panel', 'on', 'climate_change', 'amid', 'controversy', 'over', 'un', 'report', 'on', 'melt', 'of', 'himalayan', 'glacier']"
3405,"['bin', 'laden', 'join', 'global_warming', 'doomsayers']"
3406,"['12-20', 'what', 'eff', 'global_warming', 'weallgonnadie']"
3407,"['so', 'it', 'in', 'the', '40', 'today', 'and', 'tomorrow', 'they', 'be', 'call', 'for', 'another', 'blizzard', 'yes', 'global_warming', 'be', 'real', 'lol']"
3408,"['ignore', 'previous', 'claim', 'by', 'expert', 'redstate', 'attack', 'dhs', 'for', 'cite', 'climate_change', 'a', 'national_security', 'threat']"
3409,"['the', 'pentagon', 'a', 'liberal', 'hotbed', 'climate_change', 'may', 'spark', 'or', 'exacerbate', 'future', 'conflict', 'at']"
3410,"['our', 'team', 'be', 'mapping', 'geopolitics', 'of', 'climate_change', 'this', 'morning', 'which', 'country', 'block', 'do', 'you_think', 'be', 'most_important', 'why']"
3411,"['global_warming', 'update']"
3412,"[""canada's"", 'wolverine', 'population', 'decline', 'a', 'result_of', 'climate_change', 'lt', 'and', 'lack_of', 'more', 'x-men', 'sequel']"
3413,"['expect', '1-2', 'more', 'foot', 'of', 'global_warming', 'this', 'weekend']"
3414,"['intel', 'threat', 'assessment', 'on', 'climate_change', 'i', 'compare', '09', 'to', '10', 'surprisingly', 'interest']"
3415,"['post', 'drug_discovery', 'technique', 'could_help', 'in', 'the', 'battle_against', 'global_warming']"
3416,"['20', 'of', 'snow', 'ok', 'that', 'be', 'it', 'everyone', 'go', 'buy', 'all', 'the', 'aerosol', 'you', 'can', 'go', 'outside', 'and', 'start', 'spray', ""i'm"", 'now', 'cheer', 'on', 'global_warming']"
3417,"['economics', 'and', 'politics', 'align', 'for', 'climate_change', 'say', 'pena', 'retech', 'energy', 'efficiency', 'in', 'recession', 'require', 'political', 'will', 'energycollectiv']"
3418,"['man', 'i_love', 'global_warming', 'fb']"
3419,"['i_love', 'it', 'climategate', 'have', 'go', 'nowhere', 'so', 'global_warming', 'denier', 'have', 'start', 'glaciergate', 'teh', 'truth', 'be', 'out_there']"
3420,"['former', 'sen', 'warner', 'tie', 'climate_change', 'to', 'security']"
3421,"['coal', 'caucus', 'at', 'odds', 'with', 'mining', 'industry', 'on', 'climate_change']"
3422,"['un', 'official', 'say', 'climate_change', 'science', 'robust', 'despite', 'error', 'in', 'panel']"
3423,"['vice_president', 'climate_change', 'world', 'wildlife', 'fund', 'we', 'be', 'seek', 'a', 'vice_president', 'climate_change', 'to', 'provide']"
3424,"['3', 'approach', 'that', 'will', 'inspire', 'others', 'to', 'take', 'small', 'step', 'toward', 'transformative', 'change', 'environment', 'p2', 'climate']"
3425,"['ihatethemedia.com', 'get', 'a', 'message', 'from', 'global_warming', 'scientist', 'koko', 'warner', 'ihatethemedia', 'tcot']"
3426,"['global_warming', 'bust', 'by', 'the', 'president']"
3427,"['executive', 'be', 'climate_change', 'affect', 'real', 'estate', 'demand', 'in', ""lebanon's"", 'fakra']"
3428,"['pachauri', 'admits', 'damage', 'to', 'un', 'climate_change', 'panel', 'the', 'australian']"
3429,"['dhs', 'fossil', 'fuel', 'and', 'climate_change', 'be', 'national', 'threat']"
3430,"['dhs', 'fossil', 'fuel', 'and', 'climate_change', 'be', 'national', 'threat', 'tcot']"
3431,"['lovely', '. . .', 'another', 'foot', 'of', 'global_warming', 'come', 'our', 'way', 'this', 'weekend', '. . .']"
3432,"['3', 'approach', 'that', 'will', 'inspire', 'others', 'to', 'take', 'small', 'step', 'toward', 'transformative', 'change', 'environment', 'p2', 'climate']"
3433,"['so', 'which', 'global_warming', 'conference', 'coincides', 'with', 'snowcopalypse2']"
3434,"['global_warming', 'gore', 'hockey', 'stick', 'slam', 'by', 'top', 'british', 'statistician']"
3435,"['for_those', 'doubt', 'global_warming', 'because', 'of', 'this', 'snow', 'vancouver', 'have', 'warm', 'winter', 'on', 'record', 'it', 'be', 'call', 'a', 'trend', 'line']"
3436,"['will', 'the', 'separation', 'of', 'power', 'kill', 'climate_change', 'action', 'in', 'the', 'u']"
3437,"['it', 'be', 'the', 'global_warming', 'god', 'jo', ""everything's"", 'all', 'whack', 'up', 'and', 'around', 'and', 'inside', 'out', 'and', 'upside', 'down']"
3438,"['pretty', 'big', 'former', 'senator', 'warner', 'tie', 'climate_change', 'to', 'security', 'issue']"
3439,"['ok', 'so', 'the', 'global_warming', 'issue', 'be', 'become', 'a', ""heist-who's"", 'go', '2', 'jail', 'un', 'gop', 'barney', 'frank--he', 'will', 'like', 'it']"
3440,"['california', 'set_up', 'statewide', 'network', 'to', 'monitor', 'global-warming', 'gas']"
3441,"['for_those', 'of', 'you', 'doubt', 'global_warming', 'because', 'of', 'this', 'snow', 'vancouver', 'have', 'have', 'it', 'be', 'warm', 'winter', 'on', 'record', 'it', 'be', 'call', 'a', 'trend', 'line']"
3442,"['for_those', 'of', 'you', 'doubt', 'global_warming', 'because', 'of', 'this', 'snow', 'vancouver', 'have', 'have', 'it', 'be', 'warm', 'winter', 'on', 'record', 'it', 'be', 'call', 'a', 'trend', 'line']"
3443,"['pretty', 'big', 'former', 'senator', 'warner', 'tie', 'climate_change', 'to', 'security', 'issue']"
3444,"['hill', 'devotes', 'article', 'to', 'baseless', 'global_warming', 'attack', 'gore', 'bashing', 'p2', 'noisemachine', 'climate']"
3445,"['libtard', 'dylan', 'ratigan', 'explains', 'why', 'massive', 'snow', 'in_dc', 'be', 'proof', 'of', 'global_warming', 'cbiz', 'teaparty', 'tcot_ocra', 'sgp', '912']"
3446,"['msnbc', 'reporter', 'insists', 'record', 'snow', 'out', 'east', 'be', 'due_to', 'global_warming', 'tcot_ocra']"
3447,"['many', 'scientist', 'believe', 'the', 'snowpocalypse', 'be', 'more', 'evidence', 'of', 'climate_change', 'a', 'a', 'warming']"
3448,"[""i'm"", 'embarrass', 'to', 'live', 'in', 'a', 'country', 'where', 'elect', 'official', 'cite', 'a', 'snowstorm', 'a', 'proof_that', 'global_warming', 'be', 'a', 'hoax']"
3449,"['wow', 'we', 'have', 'a', 'blizzard', 'an', 'earthquake', 'take', 'that', 'you', 'global_warming', 'non-believers']"
3450,"['what', 'be', 'not', 'evidence', 'of', 'glbl', 'warmg', 'many', 'scientist', 'believe', 'the', 'snowpocalypse', 'be', 'more', 'evidnce', 'of', 'climate_change', 'aka', 'warming']"
3451,"['th', 'rep', 'get', '2', 'me', '2day', 'they', 'have', 'decide', 'that', 'the', 'snow', 'be', 'proof', 'thr', 'be', 'no', 'global_warming', 'gloat']"
3452,"['enough', 'with', 'the', 'what', 'global_warming', 'idiocy', 'it', 'be', 'neither', 'funny', 'nor', 'original', 'and', 'the', 'bizarre', 'snowfall', 'be', 'a', 'symptom', 'of', 'climate_change']"
3453,"['new_federal', 'office', 'for', 'global_warming']"
3454,"['new_federal', 'office', 'for', 'global_warming']"
3455,"['yo', 'al_gore', ""where's"", 'your', 'global_warming', 'now']"
3456,"['ca_not', 'believe', 'that', 'people', 'think', 'excess', 'snow', 'make', 'global_warming', 'a', 'non-reality', 'wow', 'read', 'some', 'book']"
3457,"['the', 'dangerous', 'allure', 'of', 'global_warming', 'technofixes', 'from', 'yale', 'e360']"
3458,"[""today's"", 'entertainment', 'have', 'be', 'watch', 'hipster', 'from', 'bike', 'culture', 'bitch', 'about', 'global_warming', 'force', 'them', 'onto', 'public', 'trans']"
3459,"['unreal', 'top', 'yahoo', 'headline', 'analysis', 'how', 'global_warming', 'make_blizzard', 'bad', 'tcot_ocra']"
3460,"['yeah', 'that', 'what', 'global_warming', 'brilliance', 'keep', 'get', 'repeat', 'a', 'though', 'it', 'be', 'a', 'amuse', 'even', 'slightly', 'rational']"
3461,"['guardian', 'bolivia', 'climate_change', 'talk', 'to', 'give', 'poor', 'a', 'voice', 'group', 'on', 'frontline', 'of', 'global_warming', 'head', 'to', 'cochabamba']"
3462,"['how', 'to', 'reform', 'the', 'intergovernmental_panel', 'on', 'climate_change', 'how', 'about', 'end', 'it']"
3463,"['time', 'piece', 'on', 'climate_change', 'and', 'severe', 'storm', 'in_dc', ""yesterday's"", 'foot', 'of', 'snow', 'in', 'chicago', 'no', 'big', 'deal']"
3464,"['moron', 'hannity_snow', 'storm', 'seem', 'to', 'contradict', ""al_gore's"", 'hysterical', 'global_warming', 'theory']"
3465,"['just', 'like', 'evolution', 'climate_change', 'be', 'real']"
3466,"['time_magazine', 'claim', 'global_warming', 'make_blizzard', 'bad']"
3467,"['global_warming', 'will', 'make', 'world', 'more', 'fragrant', 'tcot_ocra']"
3468,"['global_warming', 'my', 'as', 'fuck', 'you', 'al_gore']"
3469,"['obama', 'want', 'to', 'make', 'global_warming', 'key', 'element', 'in', 'u', 'dfnse', 'strategy', 'tcot']"
3470,"['the', 'robin', 'hood', 'tax', 'a', 'tiny', 'tax', 'on', 'banker', 'that', 'would', 'give', 'billion', 'to', 'tackle', 'poverty_and', 'climate_change', 'here', 'and']"
3471,"['re', 'that', 'global_warming', 'article', 'indeed', 'blogger', 'can', 'definitely', 'make', 'shit', 'up', 'we', 'do_not', 'need', 'a', 'msm', 'article', 'to', 'tell_u', 'that']"
3472,"['politics', 'science', 'collide', 'over', 'recent', 'snow', 'storms-which', 'be', 'why', 'we_need', 'to', 'drop', 'warming', 'word', 'use', 'climate_change']"
3473,"['sec', 'to', 'provide', 'guidance', 'on', 'company', 'climate_change', 'disclosure']"
3474,"['do_not', 'worry', 'with', 'global_warming', 'you', 'will', 'be', 'at', 'the', 'beach', 'swim', 'in', 'march']"
3475,"['understand', 'climate_change', ""there's_an"", 'ap', 'for', 'that']"
3476,"['you', 'say', 'he', 'do_not', 'gore', 'will', 'not', 'give', 'up', 'on', 'the', 'global_warming', 'gig', 'he', 'still', 'think', 'he', 'invent', 'the', 'internet']"
3477,"['dear', 'people', 'on', 'both', 'side', 'of', 'the', 'global_warming', 'debate', 'just', 'because_it', 'be', 'cold', 'hot', 'snowy', 'dry', 'for', 'day', 'do_not', 'prove', 'disprove', 'anything']"
3478,"['cripple', 'by', 'blizzard', 'dc', 'announces', 'new', 'global_warming', 'agency', 'by', 'phone', 'tcot_ocra']"
3479,"['morning', 'everybody', 'any', 'of', 'you', 'still', 'skeptical', 'about', 'the', 'effect_of', 'global_warming', 'or', 'do', 'you_think', 'the', 'end', 'be', 'near', 'earthquakeinillinois']"
3480,"['reading', 'global_warming', 'in', 'one', 'state', 'at', 'power', 'line']"
3481,"['time_mag', 'how', 'global_warming', 'make_blizzard', 'bad', 'fail']"
3482,"['political', 'barrier', 'and', 'lack_of', 'good', 'data', 'weather', 'modification', 'be', 'not', 'climate_change', 'would', 'like', 'to', 'see', 'back', 'of', 'envelope']"
3483,"[""where's"", 'global_warming', 'when', 'you', 'need', 'it']"
3484,"['u', 'climate_change', 'portal', 'could', 'birth', 'entirely', 'new', 'industry', 'read', 'more', 'at']"
3485,"['sec', 'follow', 'through', 'with', 'guidance', 'regard', 'disclosure', 'of', 'climate_change', 'risk', 'and', 'opportunitie', 'read', 'more', 'at']"
3486,"['the', 'snowpocalypse', 'in', 'the', 'jerz', 'be', 'really', 'subpar', 'so', 'far', 'i', 'finally', 'believe_in', 'global_warming']"
3487,"['drip', 'with', 'irony', 'senate', 'epw', 'committee', 'hearing', 'on', 'global_warming', 'impact', 'postpone', 'because', 'of', 'snow', 'warmer', 'algore']"
3488,"['i', 'rat', 'a', 'youtube_video', '5', 'out', 'of', '5', 'star', 'hitler', 'be', 'behind', 'global_warming', 'climategate']"
3489,"['check_this', 'video', 'out', 'hitler', 'be', 'behind', 'global_warming', 'climategate', 'tweetcongress', 'michellemalkin', 'teaparty']"
3490,"['dc', 'snowpocalypse', 'sends', 'conservative_medium', 'into', 'climate_change', 'frenzy', 'news']"
3491,"['73', 'of', 'young', 'people', 'today', 'feel', 'climate_change', 'be', 'a', 'great', 'threat', 'to', 'u', 'than', 'war', 'and', 'terrorism', 'oyw']"
3492,"['global_warming', 'conference', 'postpone', 'due_to', 'snow', 'men', 'plan', 'god', 'laugh']"
3493,"['palin', 'on', 'global_warming', 'bunch', 'of', 'snake_oil', 'science']"
3494,"['snowmageddon', 'rearranges', 'climate_change', 'announcement', 'lt', 'love', 'the', 'irony']"
3495,"['belief', 'in', 'human', 'role', 'in', 'global_warming', 'be', 'down', 'but', 'green', 'purchasing', 'be', 'up', 'sogb']"
3496,"['what', 'do', 'the', 'proponent', 'of', 'global_warming', 'consider', 'normal', 'climate_change', 'global_warming']"
3497,"['so', 'in', 'other', 'word', 'global', 'climate_change', 'have', 'it', 'benefit', 'i', 'could', 'live', 'with', 'this']"
3498,"['climate_change', 'head', 'to', 'cliff', 'do', 'you', 'step', 'on', 'gas', 'or', 'act', 'with', 'prudence', 'even', 'if', 'doubt', 'act', 'with', 'caution', 'catholicsmg10']"
3499,"[""dod's"", 'qdr', 'say', 'climate_change', 'may', 'accelerate', 'instability', 'or', 'conflict', 'etc', 'and', 'energy', 'be', 'two', 'key', 'security', 'issue']"
3500,"['no', 'but', 'sometimes', 'i_think', 'the', 'mythbusters', 'should', 'do', 'an', 'episode', 'on', 'this', 'whole', 'global_warming', 'thing', 'confirm']"
3501,"['crop', 'production', 'global_warming', 'melt_away', 'the', 'doc', 'be', 'in']"
3502,"['encounter', 'blog', 'if', 'global_warming', 'do_not', 'work', 'how', 'about', 'a', 'volcano', 'from', 'hell', 'al_gore', 'have', 'be', 'see', 'mutter', 'di']"
3503,"['climate_change', 'in', 'u', 'tree', 'in', 'colorado', 'die', 'not', 'enough', 'water', 'in', 'calif', 'hurricane', 'katrina', 'a', 'act', 'of', 'man', 'catholicsmg10']"
3504,"['senator', 'graham', 'say', 'could', 'not', 'get', 'behind', 'half', 'assed', 'climate_change', 'bill', 'most', 'american', 'behind', 'climate_change', 'action', 'catholicsmg10']"
3505,"['center', 'on', 'budget', 'and', 'policy', 'priority', 'concerned', 'about', 'effect_of', 'climate_change', 'on', 'low', 'income', 'pop', 'just', 'like', 'catholic', 'catholicsmg10']"
3506,"['guest', 'article', '33', 'chemical', 'management', 'and', 'climate_change', 'chemical', 'be', 'an', 'integral', 'part', 'of', 'the', 'daily', 'life']"
3507,"['attention', 'knuckle-draggers', 'the', 'unusual', 'snowfall', 'in', 'be', 'because', 'of', 'climate_change', 'not', 'in', 'spite', 'of', 'it', 'moron']"
3508,"['way', 'to', 'my', 'heart', 'mac', 'cheeze', 'shrimp', 'and', 'some', 'good', 'ol', 'global_warming', 'lol']"
3509,"['i', 'do_not', 'know', 'anymore', 'global_warming', 'oops', 'climate_change']"
3510,"['tough', 'sled', 'for', 'the', 'global_warming', 'alarmist', 'the', 'star-ledger', 'global_warming', ':)']"
3511,"['another', 'snowstorm', 'head', 'for', 'washington--white', 'house', 'create', 'global_warming', 'office', 'tcot', 'green', 'politics', 'gop']"
3512,"['population', 'control', 'and', 'climate_change', 'part', '3', 'news']"
3513,"['another', 'snow', 'day', '6', 'inch', 'and', 'still', 'snow', 'must', 'be', 'global_warming']"
3514,"['population', 'control', 'and', 'climate_change', 'part', '1', 'news']"
3515,"['i', 'be', 'unfollowing', 'you', 'because', 'of', 'that', 'idiotic', 'global_warming', 'cartoon', 'it', 'be', 'trite', 'and', 'off-the-mark']"
3516,"['climate_change', 'spending', 'in', 'new', 'obama', 'budget', 'reuters', 'climatechange', 'obamabudget']"
3517,"['yea', 'snow', 'what_happen', 'to', 'global_warming', 'lol']"
3518,"['darn', 'global_warming', 'you', 'be', 'doin', 'it', 'wrong', 'where', 'be', 'my', 'extend', 'summer', 'vacation']"
3519,"['global_warming', 'wash', 'get', 'record', 'snow', 'fall', 'another', '20', 'in', 'tomorrow', 'god', 'be', 'clearly', 'on', 'the', 'side', 'of', 'the', 'con', 'brilliant', ';)']"
3520,"[':)', 'global_warming', 'fact', 'fact', 'about', 'crude', 'oil']"
3521,"['hey', 'al_gore', 'could', 'you', 'sprinkle', 'some', 'global_warming', 'fairy', 'dust', 'on', 'my', 'car', 'tonight', 'we', 'be', 'suppose', 'to', 'get', '10-14', 'inch_of', 'snow', 'by', 'the', 'morning']"
3522,"['new', 'climate', 'agency', 'so', 'spend', 'more', 'for', 'something', 'no', 'one', 'be', 'in', 'control', 'of', 'or', 'can', 'change', 'brilliant', 'dang', 'it', 'be', 'cold', 'outside']"
3523,"['dc', 'rally', 'april', '25', 'to', 'set', 'the', 'stage', 'for', 'senate', 'unveil', 'of', 'new', 'climate_change', 'bill']"
3524,"['a', 'sea_level', 'rise', 'so', 'do', 'the', 'level', 'of', 'climate_change', 'denial', 'via']"
3525,"['apparently', 'the', 'obama_administration', 'be', 'propose', 'a', 'climate', 'service', 'agency', 'to', 'study', 'climate_change', 'another', 'excellent', 'use', 'of', 'taxpayer']"
3526,"['noaa_blizzard', 'rearranges', 'climate_change', 'announcement', 'tcot_ocra']"
3527,"['global_warming', 'degrade', 'arctic', 'faster_than', 'first', 'thought']"
3528,"['this', 'winter', 'will', 'likely', 'do', 'more', 'to', 'put', 'a', 'dagger', 'in', 'the', 'heart', 'of', 'the', 'global_warming', 'cause', 'than', 'all', 'the', 'right-wing', 'republican', 'put', 'together']"
3529,"['the', 'group', 'of', 'people_who', 'would', 'be', 'most', 'displeased', 'with', 'this', 'winter', 'be', 'the', 'global_warming', 'activist']"
3530,"['dear', 'stupid', 'people_who', 'think', 'these', 'winter_storm', ""mean_there's"", 'no_such', 'thing', 'a', 'global_warming', 'you', 'be', 'stupid', 'love', 'shut', 'up', 'via']"
3531,"['dear', 'stupid', 'people_who', 'think', 'these', 'winter_storm', ""mean_there's"", 'no_such', 'thing', 'a', 'global_warming', 'you', 'be', 'stupid', 'love', 'shut', 'up', 'via']"
3532,"['new_federal', 'climate_change', 'agency_form', 'climatechange']"
3533,"[':)', 'there_be', 'no', 'man_make', 'climate', 'crisis', 'global_warming', 'be', 'a', 'hoax', 'global_warming']"
3534,"['india_form', 'new', 'climate_change', 'body', 'tcot_ocra']"
3535,"['new', 'error', 'in', 'ipcc', 'climate_change', 'report', 'tcot_ocra']"
3536,"['federal', 'climate_change', 'agency', 'be', 'form', 'p2', 'eco', 'green']"
3537,"['national', 'ocean', 'service', 'new_federal', 'climate_change', 'agency_form']"
3538,"['fishery', 'manager', 'new_federal', 'climate_change', 'agency_form']"
3539,"['knife', 'party', 'present', 'coalition', 'of', 'the', 'willing', 'an', 'animate', 'film', 'about', 'an', 'online', 'war', 'against', 'global_warming']"
3540,"['lol', 'my', 'left', 'foot', 'be', 'slightly', 'small', 'than', 'my', 'right.this', 'be', 'due_to', 'global_warming', 'take', 'off', 'your', 'shoe', 'look']"
3541,"['obama', 'to', 'form', 'fed', 'climate_change', 'agency', 'p2']"
3542,"['lol', 'i', 'be', 'just', 'be', 'silly', '4', 'the', 'sake', 'of', 'wknd', 'on', 'that', 'global_warming', ':d', 'yeah', 'u', 'get', 'ur', 'point', ':p', 'hope', 'day', 'treat', 'u', 'sweetly', ':)']"
3543,"['guardian', 'bolivia', 'climate_change', 'talk', 'to', 'give', 'poor', 'a', 'voice']"
3544,"['way', 'to', 'prevent', 'global_warming', 'renewable_energy', 'via']"
3545,"['youtube', 'thomas', 'sowell', 'global_warming', 'manufacture', 'by', 'intellectual', ':)', 'cause', 'of', 'global_warming']"
3546,"['youtube', 'thomas', 'sowell', 'global_warming', 'manufacture', 'by', 'intellectual', 'peter', 'robinson']"
3547,"['the', 'great', 'global_warming', 'collapse', 'tcot', 'greenpolice']"
3548,"['whoa', 'a', 'the', 'science', 'scandal', 'keep', 'come', 'the', 'air', 'have', 'go', 'out', 'of', 'the', 'climate-change', 'movement']"
3549,"['global_warming', 'make', 'tree_grow', 'faster', 'green']"
3550,"['shrink', 'water', 'resource', 'a', 'major', 'climate_change', 'impact', 'reuters', 'news', 'ecomonday']"
3551,"['way', 'to', 'stop', 'global_warming', 'ipcc', 'devil', 'deserves', 'it', 'due']"
3552,"['bad', 'what', 'if', 'we', 'should', 'be', 'experience', 'a', 'crush', 'cold', 'winter', 'due_to', 'the', 'solar', 'min', 'and', 'we', 'be', 'not', 'because', 'of', 'climate_change']"
3553,"['what', 'would', 'a', 'year', 'without', 'summer', 'due', 'only', 'to', 'an', 'intense', 'solar', 'minimum', 'i', '1816', 'imply', 'for', 'climate_change', 'effort', 'ppl', 'will', 'not', 'get', 'this']"
3554,"['economic', 'and', 'social', 'consequence', 'of', 'global_warming', 'association', 'of', 'british', 'insurer']"
3555,"['way', 'to', 'stop', 'global_warming', 'be', 'all', 'of', 'these', 'way', 'to', 'stop', 'global_warming']"
3556,"['the', 'audi', 'green', 'police', 'will', 'play', 'right', 'into', 'all', 'the', 'crazy', 'fear', 'of', 'the', 'right', 'wing', 'global_warming', 'denier']"
3557,"['the', 'great', 'global_warming', 'collapse', 'warmer', 'algore']"
3558,"['terra', 'view', 'of', 'the', 'near', 'record', 'show', 'storm', 'over', 'washington_dc', 'global_warming', 'ha', 'ha']"
3559,"['cambio', 'clim', '_àtico', 'poblaci', '_ñn', 'tcot', 'icot', 'global_warming', 'skepticism', 'finally', 'make', 'it', 'to', 'latin', 'america', 'climatechange']"
3560,"['ocean', 'acidification', 'a', 'hidden', 'risk', 'of', 'global_warming']"
3561,"['global_warming', 'swindle', 'ipccs', 'vice-chairman', 'think', 'it', 'glacier', 'gaffe', 'have', 'increase', 'it', 'credibilty']"
3562,"['yeah', 'totally', 'so', 'when', 'snow', 'melt', 'they', 'can', 'show', 'evidence', 'no', 'will', 'global_warming', 'mean', 'more', 'snow']"
3563,"['climate', 'compass', 'blog', 'of', 'the', 'pew', 'center', 'on', 'global', 'climate_change']"
3564,"['damn', 'global_warming', '5', 'to', '9', 'inch', 'by', 'tomorrow']"
3565,"['hmm', 'it', 'be', 'february', '30', 'of', 'snow', 'in_dc', 'and', 'the', 'sun', 'be', 'shin', 'on', 'the', 'grass', 'in', 'chicago', 'global_warming', 'or', 'karma']"
3566,"['al_gore', 'preach', 'his', 'climate_change', 'he', 'want', 'u', 'all', '2', 'care', 'but', 'after', 'all', 'be', 'say', 'do', 'the', 'evidence', 'be', 'not', 'there', 'libpoems', 'tcot', 'sgp']"
3567,"['global_warming', 'fact', 'world', 'leader', 'back', 'embattle', 'pachauri']"
3568,"['imagine', 'if', 'al_gore', 'have', 'to', 'jot', 'down', 'global_warming', 'on', 'his', 'hand', 'and', 'be', 'reading', 'it', 'during', 'a', 'televise', 'a']"
3569,"['despite', 'the', 'sceptic', 'climate_change', 'must', 'remain', 'a', 'priority']"
3570,"['met', 'office', 'block', 'role', 'of', 'lead', 'scientist', 'in', 'climate_change', 'row', 'do_not', 'want', 'truth', 'out_there', 'tcot']"
3571,"['i', 'mean', 'global_warming', 'be', 'hot', 'but', 'this', 'global_warming', 'phase', 'be', 'cool']"
3572,"['in_dc', 'now', 'it', 'be', 'freeze', 'cold', 'it', 'really', 'bad', 'storm', 'i', 'bet', 'those', 'folk', 'could', 'really', 'use', 'some', 'of', ""al_gore's"", 'global_warming', 'libpoem', 'tcot']"
3573,"['in_dc', 'now', 'it', 'be', 'freeze', 'cold', 'it', 'really', 'bad', 'storm', 'i', 'bet', 'those', 'folk', 'could', 'really', 'use', 'some', 'of', ""al_gore's"", 'global_warming', 'libtard', 'tcot']"
3574,"['al_gore', 'preach', 'his', 'climate_change', 'he', 'want', 'u', 'all', 'to', 'care', 'but', 'after', 'all', 'be', 'say', 'do', 'the', 'evidence', 'be', 'not', 'there', 'libpoems', 'tcot', 'sgp']"
3575,"['the', 'great', 'global_warming', 'collapse']"
3576,"['the', 'economy', 'the', 'climate_change', 'the', 'olympics', 'what', 'else']"
3577,"['if', 'global_warming', 'be', 'real', 'then', 'why', 'be', 'it', 'cold', 'editorial', 'cartoonist', 'be', 'not', 'scientist', 'in', 'other', 'word']"
3578,"['the', 'great', 'global_warming', 'collapse']"
3579,"['aww', 'stop', 'pick', 'on', 'juan', 'he', 'have', 'to', 'walk', 'to', 'the', 'studio', 'it', 'be', 'that', 'damn', 'global_warming', 'i', 'tell', 'ya']"
3580,"['great', 'pic', 'of', 'weather', 'cause_by', 'global_warming', 'alarmist', 'hell', 'yes']"
3581,"['phony', 'climate_change', 'agenda', 'use', 'in', 'australia', 'to', 'force', 'expensive', 'home', 'inspection']"
3582,"['phony', 'climate_change', 'agenda', 'use', 'in', 'australia', 'to', 'force', 'expensive', 'home', 'inspection']"
3583,"['the', 'great', 'unravel', 'professional', 'global_warming', 'alarmist', 'well', 'think', 'about', 'look', 'for', 'new', 'job', 'tcot']"
3584,"['national', 'preach-in', 'on', 'global_warming', 'happens', '2/12-', '14', 'do', 'i', 'hear', 'an', 'amen']"
3585,"['you', 'just', 'do_not', 'get', 'it', 'if', 'it', 'cold', 'it', 'climate_change', 'if', 'it', 'hot', 'it', 'global_warming', 'you_should', 'review', ""al_gore's"", 'nwo', 'movie', ""c'mon""]"
3586,"['climate', 'summit', 'bob', 'geldof', 'talk', 'climate_change', 'in', 'copenhagen']"
3587,"['global_warming', 'wont', 'melt', 'ignorance', 'spot']"
3588,"['utah_state', 'rep', 'claim', 'climate_change', 'be', 'a', 'conspiracy', 'aim', 'at', 'population', 'control']"
